,Player,Battles,Rank,Win rate,Avg. frags,Avg. damage
948,Adipose99,18,10,66.67%,0.78,60 538
948,Zepher8062,21,9,66.67%,0.76,47 417
948,Vekarsh,15,10,66.67%,0.87,87 977
948,325th_Wildman,24,9,66.67%,0.88,54 572
948,bmfr1987,18,10,66.67%,0.78,49 003
948,wiviking,15,10,66.67%,0.67,61 269
948,KSum,24,9,66.67%,0.79,50 116
948,Nahoshi,18,10,66.67%,0.61,38 184
948,trivoli,15,9,66.67%,0.4,42 406
948,JudgelightInSilence,27,8,66.67%,0.48,47 916
948,Pokeystarwars,21,10,66.67%,0.71,60 096
948,LiquidStink,27,9,66.67%,0.78,37 464
948,CNO_Chandler,27,9,66.67%,0.93,66 680
948,luisbeaver,24,8,66.67%,0.92,89 088
948,VB_WhiplashJC,15,10,66.67%,1.33,47 525
948,Major_Tom_0101,27,9,66.67%,1.11,60 359
948,notyetdones,39,6,66.67%,0.67,59 275
948,Han_Bao,45,5,66.67%,1.29,78 695
948,_Blackcactus_,57,5,66.67%,1.02,64 409
948,The_WolfKnight,15,11,66.67%,0.27,21 002
948,Kimi_no_Na_wa_,15,10,66.67%,0.67,63 597
948,lobobby,18,9,66.67%,1.0,47 925
948,TZ4007,15,9,66.67%,0.8,57 139
948,luck_xyc,42,8,66.67%,0.86,66 605
948,Zeca_CanoasRS,18,9,66.67%,0.67,49 327
948,Nikaido_shiku,87,1,66.67%,1.45,76 308
948,Carterstoron,21,8,66.67%,1.19,78 107
948,AnpanZaki,18,10,66.67%,0.67,51 456
948,Waffle_Pizza,99,1,66.67%,1.32,86 405
948,CptObvious_2019,15,10,66.67%,0.93,70 169
948,AquilionTG,21,8,66.67%,0.81,41 221
948,iZerato,27,10,66.67%,1.07,63 700
948,Ghosty010,15,11,66.67%,0.8,82 401
948,AcidWizard,15,10,66.67%,0.67,51 105
948,Kiss_My_Axx,45,6,66.67%,0.87,70 812
948,R0M2,48,7,66.67%,0.83,39 965
948,SpartonDoom,84,4,66.67%,1.02,66 522
948,diane_steel,15,10,66.67%,0.73,74 482
948,Dolphin_USA,21,9,66.67%,0.67,82 356
948,kirboy,18,9,66.67%,0.94,90 477
948,Geargiong,54,5,66.67%,1.07,45 701
948,Dmich89,24,10,66.67%,0.96,50 308
948,Nedymaster,18,10,66.67%,0.67,70 281
948,Airhunter_666,24,10,66.67%,0.96,64 145
948,Carlos_Nava0909,18,11,66.67%,0.28,38 891
948,Sinon_Reki,15,10,66.67%,0.93,75 755
948,AngryKeyring,18,10,66.67%,0.5,27 139
948,14_ElMapache_22,18,10,66.67%,0.61,68 639
948,devon_of_argyll,18,10,66.67%,0.44,25 398
948,John_The_CV_Hunter,90,5,66.67%,1.36,53 298
1210,Rucress,101,3,66.34%,0.93,51 439
1211,KIT79,95,1,66.32%,0.72,56 119
1212,Devogogo,92,1,66.3%,1.27,78 259
1213,GilRomms,89,1,66.29%,0.83,67 504
1214,ThePardote,86,1,66.28%,1.09,50 102
1215,bitwiser,80,1,66.25%,1.02,53 810
1216,Ossiuum,77,1,66.23%,1.4,57 476
1217,Luftrofl,74,5,66.22%,1.04,76 411
1217,Kanak_Unconquerable_hero,74,1,66.22%,1.27,66 685
1219,TheMitchMan123,71,5,66.2%,0.92,62 011
1219,Saki_Karasu,71,4,66.2%,0.8,31 960
1219,Korikaze,71,4,66.2%,0.92,63 525
1222,battleend,68,5,66.18%,0.96,64 170
1223,Jaipto_de_Ra,65,5,66.15%,0.86,47 609
1223,seanworld,65,4,66.15%,1.14,81 937
1225,UltimaRatio50,62,5,66.13%,1.47,77 408
1226,Whiskey_Irish,59,6,66.1%,0.86,38 893
1226,beastlycracker9,59,5,66.1%,1.05,59 525
1226,mauljin_2,59,6,66.1%,0.73,70 033
1229,Veneroida,56,6,66.07%,0.96,68 754
1229,Hust_Model103,56,5,66.07%,0.66,64 576
1231,Overlord_2411,53,5,66.04%,0.91,68 241
1232,Thunderstruck2016,103,1,66.02%,0.85,57 780
1233,Rogueicedragon,50,6,66%,1.06,87 472
1233,zyoung1992,100,1,66%,1.14,78 153
1233,Lightknight16,50,5,66%,1.1,60 355
1233,Evil_Burrit0,50,6,66%,0.58,48 574
1233,Selemene,100,1,66%,0.88,61 565
1233,HMS_VanguarD_RayalNavy,100,2,66%,0.77,58 269
1239,superdumpling,47,7,65.96%,0.94,55 080
1240,Swilder,91,1,65.93%,1.1,62 724
1241,InvalidKey,44,7,65.91%,0.82,39 529
1241,Chaotak,44,7,65.91%,0.8,81 978
1241,TheComfyCheeta,44,7,65.91%,0.73,41 139
1241,NPO,44,6,65.91%,1.48,65 118
1241,BIG_guns__,88,3,65.91%,0.78,49 803
1241,kei_igawa,88,1,65.91%,0.89,34 684
1247,PrimevalTypeRawr,85,3,65.88%,0.98,67 153
1247,DD__Yukikaze,85,1,65.88%,1.06,68 359
1247,Floppy_Waffle69,85,1,65.88%,0.88,58 445
1247,Admiral_Calamari,85,1,65.88%,0.93,60 715
1251,BonesIIX,41,7,65.85%,0.8,57 061
1251,Aquavolt,41,7,65.85%,1.02,86 777
1251,nagash61,41,7,65.85%,0.8,53 773
1251,PubStompin,41,8,65.85%,0.73,62 759
1251,MotorCityMadMan33,41,7,65.85%,0.93,64 444
1251,RyanDeezNuts,41,8,65.85%,0.66,58 896
1257,Stonedm4n,79,4,65.82%,0.51,34 934
1257,Xiang0428,79,1,65.82%,1.11,68 111
1257,STEPHEN_7026,79,1,65.82%,1.54,82 572
1257,Make_Zao_Great_Again,79,3,65.82%,0.72,82 018
1261,painboy,76,4,65.79%,1.18,66 195
1261,ddogg231,38,7,65.79%,0.68,70 552
1261,Coolhand2323,38,6,65.79%,0.87,69 776
1261,TheMoistner,38,6,65.79%,1.13,82 103
1261,PieHero,38,6,65.79%,1.05,66 602
1261,sgtmajorgumby,38,8,65.79%,0.29,38 348
1261,meanmountain,38,8,65.79%,0.42,54 653
1261,driftbottle777,38,8,65.79%,0.76,42 766
1261,Phiric,38,6,65.79%,1.34,68 957
1261,TwixMixer,38,9,65.79%,0.95,66 489
1271,anko,111,4,65.77%,0.89,46 573
1272,Hoenn_Master,73,5,65.75%,0.73,59 403
1273,TornadoEvil,35,7,65.71%,1.0,55 043
1273,kevin2804,35,7,65.71%,1.0,74 290
1273,Col32_DLL,35,9,65.71%,0.94,68 354
1273,db4100,35,8,65.71%,0.94,49 309
1273,C4pt41n_P350,35,6,65.71%,0.77,61 992
1273,HerBismarck,35,8,65.71%,0.57,47 374
1273,daldo777_cor,35,8,65.71%,0.57,43 323
1273,Deepmachine48,35,8,65.71%,1.03,60 031
1273,Genio_Edurdo,35,7,65.71%,0.8,56 716
1273,BriggitteAbbendis,35,8,65.71%,1.06,71 585
1273,Harp_seal,70,5,65.71%,1.09,55 954
1284,_THE_REAPER_405_,67,5,65.67%,0.7,55 177
1285,Maestro_Leo,99,1,65.66%,0.89,53 205
1286,HeavyTwenty,32,6,65.63%,1.44,74 025
1286,madmikey77,32,9,65.63%,1.19,41 610
1286,xxJudgexx,32,7,65.63%,0.91,54 407
1286,IonicSquid,64,5,65.63%,0.58,67 671
1286,Polaris218,32,9,65.63%,0.66,38 798
1286,Stahlbrand,32,9,65.63%,0.44,34 837
1286,XWorldominionX,32,8,65.63%,0.72,54 977
1286,HeLeX_Croat,32,8,65.63%,1.41,100 547
1286,Lawrence_0312,32,8,65.63%,0.72,65 030
1295,Quincy_0v0,93,1,65.59%,1.22,59 480
1296,Imminentferret,61,5,65.57%,1.05,64 748
1296,JustDodge,61,5,65.57%,1.28,78 799
1298,Mrtipples,90,1,65.56%,1.1,74 660
1298,CAABili,90,1,65.56%,0.89,82 978
1300,Slar,29,8,65.52%,1.03,68 450
1300,baby_in_the_house,29,8,65.52%,0.97,70 841
1300,Zampy,29,7,65.52%,1.28,84 475
1300,FreedomJ,29,8,65.52%,0.76,57 867
1300,DRV73,29,9,65.52%,0.76,59 118
1300,WaRzOnE_ReCoN,29,8,65.52%,1.1,76 435
1300,Gwaiihir,58,5,65.52%,1.0,71 968
1300,Higgs_Broson,58,4,65.52%,0.57,59 052
1300,Tomas_Hoch,29,9,65.52%,0.48,56 271
1300,VitrixVindex,29,9,65.52%,0.48,48 394
1300,Friederiz,29,9,65.52%,0.83,81 120
1300,30_Ought6,58,5,65.52%,0.74,57 068
1300,BottleSheep,58,5,65.52%,1.16,74 566
1300,logger_knight,29,10,65.52%,0.83,32 430
1300,LooN918,29,9,65.52%,0.55,48 260
1300,SymphonySoul,58,7,65.52%,1.05,72 295
1300,Wes_The_Handsome,29,8,65.52%,0.72,50 043
1300,BadgerVonLettowVorbeck,29,8,65.52%,0.86,50 766
1300,Admiral_Hudson,29,10,65.52%,0.45,43 227
1300,Ookura_Resona,116,1,65.52%,0.94,73 201
1300,alleycow,29,8,65.52%,1.0,45 874
1300,ellosjohnson,29,6,65.52%,0.76,47 599
1300,Haov,29,9,65.52%,1.0,89 241
1323,Lovengeance,113,1,65.49%,0.9,40 908
1324,PP5146R,84,1,65.48%,1.15,45 384
1324,Junpei_MT,84,1,65.48%,0.81,43 385
1326,Commander_doge,55,5,65.45%,0.55,63 409
1326,warship_scrap,110,1,65.45%,0.85,60 398
1326,Herding_Cats,55,5,65.45%,0.65,34 426
1326,jdh110,55,6,65.45%,0.82,53 663
1326,Grassy103,55,5,65.45%,1.15,44 935
1331,Snaggs,26,10,65.38%,1.0,74 430
1331,MixedBag,26,8,65.38%,0.77,37 882
1331,devastator5000,26,9,65.38%,0.65,52 009
1331,cosmicjello,26,9,65.38%,0.62,37 831
1331,HootbornE,26,9,65.38%,0.65,60 646
1331,matt9099,26,9,65.38%,0.46,23 393
1331,RIP_RUSHB_,78,4,65.38%,1.17,68 574
1331,HerrAdler,26,10,65.38%,0.73,63 831
1331,Alkriaan,52,7,65.38%,0.9,72 902
1331,Boatswain_Tam,26,10,65.38%,0.58,43 210
1331,o_jmack_o,78,3,65.38%,0.95,73 259
1331,ducesrwild2222,26,9,65.38%,0.65,33 538
1331,charleswilkes,26,9,65.38%,0.65,61 676
1331,Woody8209,26,9,65.38%,0.77,67 100
1331,IDGET11111,26,9,65.38%,0.77,25 904
1331,Influential_Sergal,26,8,65.38%,0.88,50 380
1331,Evangard,26,8,65.38%,0.73,42 631
1331,RitaRossweisse,26,8,65.38%,0.92,55 660
1331,Muffins95,26,8,65.38%,0.96,61 106
1350,tecama,101,1,65.35%,0.7,40 356
1350,Auroraz,101,1,65.35%,0.89,65 071
1352,Raidstorm,72,5,65.28%,1.25,80 181
1352,WockaFlockah,72,2,65.28%,1.32,57 902
1352,joeyd78,72,5,65.28%,0.74,55 616
1355,Badaiming,95,1,65.26%,0.83,71 846
1356,Sarphendon,23,10,65.22%,0.83,50 352
1356,verySAD,46,7,65.22%,0.91,40 550
1356,imchicken1,23,9,65.22%,0.7,47 826
1356,Peloton,23,10,65.22%,0.57,59 661
1356,Ashaman,23,9,65.22%,0.91,39 544
1356,Scotsgreys,23,8,65.22%,0.78,35 559
1356,Smaug89,46,6,65.22%,1.07,60 260
1356,Nanobot85,46,6,65.22%,0.67,62 898
1356,huntyoudown,23,9,65.22%,0.87,63 948
1356,irtsniper,23,10,65.22%,0.65,58 565
1356,DUCE_DUCE_DUCE,46,8,65.22%,1.02,79 331
1356,Taosooner,23,9,65.22%,0.52,35 762
1356,MTSP_RUBAO,23,9,65.22%,1.09,52 604
1356,MitchBriggles,46,6,65.22%,0.76,66 450
1356,FLEET_ADM,23,9,65.22%,0.83,64 710
1356,Demacia_Julien,23,9,65.22%,0.65,66 057
1356,Chicholatrampa,46,8,65.22%,0.87,51 126
1356,Tolmides,23,10,65.22%,0.78,74 917
1356,Taffy_3_2016,23,10,65.22%,0.87,71 719
1356,WofWs,23,10,65.22%,1.26,87 825
1356,ZPA83,23,11,65.22%,0.87,70 356
1356,always_broadside,23,9,65.22%,0.74,74 259
1356,BiskoDaBiscuit,23,9,65.22%,0.7,57 946
1356,snowstorm_winner,23,10,65.22%,0.91,57 813
1356,Silverarrows19,46,6,65.22%,0.83,69 504
1356,redcolp,23,9,65.22%,0.7,58 994
1382,bwray71,89,1,65.17%,1.22,58 723
1383,TASSER,66,5,65.15%,0.8,61 824
1384,saintsfan1622000,43,6,65.12%,0.91,78 332
1384,garakmadness,43,8,65.12%,0.86,71 758
1384,PrivacyPreservation,43,6,65.12%,0.86,53 035
1387,TheDemonJester,63,5,65.08%,1.03,67 064
1387,JER1971,63,5,65.08%,0.62,22 853
1387,Raisonnable,63,5,65.08%,0.87,69 234
1387,DolphinPrince,63,5,65.08%,1.19,82 841
1391,SuperTaiho,83,1,65.06%,1.51,65 612
1392,smallman_657,20,10,65%,0.75,41 320
1392,HMS_Hood51,20,10,65%,1.0,78 945
1392,Malla,20,9,65%,1.15,96 417
1392,MerrikHyvornin,20,9,65%,0.75,49 733
1392,Gatekeeper1,20,10,65%,1.15,75 696
1392,Silent_Commander,40,7,65%,0.65,57 354
1392,SlicenDice5701,20,9,65%,1.15,83 889
1392,Lukido,40,7,65%,0.65,40 071
1392,scottymcscotterson,20,11,65%,0.7,81 458
1392,TheHerger,20,10,65%,0.8,63 230
1392,DNA_Destroyer_449,20,10,65%,0.9,48 999
1392,asianpaine,20,10,65%,1.3,88 715
1392,lazanha55,20,9,65%,1.15,70 887
1392,IAmCoop,100,1,65%,1.2,68 535
1392,TurtleJeff,20,10,65%,1.05,52 689
1392,BaconXL,20,8,65%,1.35,73 184
1392,sil8ty,20,10,65%,0.95,61 865
1392,DMarino23,40,8,65%,1.07,70 819
1392,Battleship_California,20,9,65%,0.7,41 699
1392,CaptainN3mo,20,9,65%,1.3,75 952
1392,GeneralWolf666,20,9,65%,1.35,57 710
1392,l_Blitzkrieg_l,20,10,65%,0.65,44 889
1392,SaveMeTomCruise,20,9,65%,0.8,54 679
1392,Crux1s,40,8,65%,0.8,70 144
1392,tiggerib,20,9,65%,0.75,60 189
1392,sherman454_2016_1,20,9,65%,0.8,71 057
1392,Iron_springs,20,9,65%,0.65,61 485
1392,freetime_2,20,10,65%,0.85,52 126
1392,Scorp_steel,20,9,65%,1.1,54 581
1392,MightyBobo83,40,7,65%,1.15,69 742
1392,Lord_of_Edgelords,80,4,65%,0.8,64 182
1392,MaIacca,20,10,65%,1.05,63 572
1392,Doomviper,20,10,65%,0.3,22 508
1392,Valemorah,20,10,65%,0.6,33 678
1392,sean_10,60,7,65%,0.75,56 311
1392,mixmkz,20,9,65%,1.2,53 052
1392,NuraNura,20,9,65%,0.75,57 847
1392,Dramabeat,20,10,65%,0.45,33 741
1392,thunderpants225,20,10,65%,0.4,36 474
1392,Cyithral,60,5,65%,0.82,67 729
1392,Veggiebo1_1,40,7,65%,1.18,62 103
1392,TorpedoBeats_l26,20,9,65%,1.15,77 238
1392,Studley_2019,20,9,65%,0.45,59 867
1392,MidnightWolf369,20,12,65%,0.8,61 030
1392,Potato_Armor,40,7,65%,1.25,41 672
1392,PuppyPaws32,20,9,65%,0.9,58 516
1392,MiddleEast911,20,10,65%,0.85,47 617
1392,Ephesian_Soldier,20,11,65%,0.75,41 751
1392,shinomiyakaguya,20,10,65%,0.75,60 273
1392,GrooveRooster,20,10,65%,0.5,53 314
1392,BrBlackdragon,20,10,65%,0.25,43 955
1392,HighbornRisen,20,10,65%,0.7,53 123
1392,HelluvaBush,20,10,65%,0.65,54 096
1445,Don_Yuyo,117,1,64.96%,0.82,60 442
1446,Frosty8787,97,1,64.95%,0.81,40 722
1446,Tequila_Agave,97,1,64.95%,0.97,80 643
1448,Ish4n2,57,5,64.91%,0.68,38 506
1448,Lebanon_808,57,6,64.91%,1.12,68 636
1448,pokemonx2020,114,1,64.91%,1.19,73 995
1451,Ahskance,94,1,64.89%,1.32,77 460
1452,YORKY_ROX,37,8,64.86%,1.11,65 655
1452,AdobeRGB,37,7,64.86%,0.65,49 830
1452,PinkRanger,37,8,64.86%,0.81,59 163
1452,Tiger_1_actual,37,9,64.86%,0.51,41 651
1452,XDiaKatanaX,37,6,64.86%,1.59,97 524
1452,Chi_07,37,7,64.86%,1.27,79 350
1452,revanist25,37,8,64.86%,0.89,57 140
1452,mordra,74,4,64.86%,0.95,71 336
1452,Kingdoc11421,37,8,64.86%,0.27,24 908
1452,Skye_2020,37,9,64.86%,0.92,71 839
1462,TakoyakiBoom,91,1,64.84%,0.9,72 699
1463,MoroseDesert3,54,6,64.81%,0.94,86 497
1464,Redkool,71,4,64.79%,0.96,62 963
1464,AisakaTaiga33,71,4,64.79%,0.76,51 755
1466,DynamesX,88,1,64.77%,0.95,58 710
1466,EliteViperSlaya,88,1,64.77%,0.73,27 573
1466,Admiral_Tester,88,1,64.77%,1.59,73 409
1466,hearmay,88,1,64.77%,0.81,57 923
1470,CDN_Iron_Raider,17,10,64.71%,0.59,37 233
1470,ronin365,17,10,64.71%,0.94,53 762
1470,Tiraksor,34,9,64.71%,0.74,54 278
1470,Garchy,34,8,64.71%,0.68,31 897
1470,gustaneitor,17,10,64.71%,0.82,81 169
1470,Torgamous,17,10,64.71%,0.71,34 795
1470,Mowudown,51,7,64.71%,0.31,28 609
1470,Mr_Facetious,17,10,64.71%,0.94,61 013
1470,doomhammer31,17,11,64.71%,0.41,32 359
1470,anubisblade,17,11,64.71%,0.76,52 691
1470,jhuravitch,17,11,64.71%,1.0,77 353
1470,c_connors,17,10,64.71%,0.88,44 986
1470,alejo_dacs94,17,11,64.71%,0.47,54 964
1470,sly13_destroyer,17,11,64.71%,0.71,49 805
1470,NotCrazyDan,17,10,64.71%,0.65,24 050
1470,AustinM16,17,8,64.71%,0.76,50 974
1470,01Krampus,17,11,64.71%,0.94,40 201
1470,BloodAvenger,17,10,64.71%,0.53,52 615
1470,Xelmm,17,10,64.71%,1.24,36 683
1470,Refrodnalf,17,10,64.71%,1.18,53 882
1470,Therebelspartan,17,10,64.71%,0.35,74 396
1470,B_Grizzwald,17,9,64.71%,0.76,41 870
1470,upperlego_GB,17,10,64.71%,1.12,84 361
1470,rhobob,51,6,64.71%,1.14,54 241
1470,Maboul,17,10,64.71%,0.47,35 823
1470,Areez_9,17,10,64.71%,1.06,66 393
1470,Eisu,17,10,64.71%,0.71,39 625
1470,Iwakaze,17,9,64.71%,0.88,79 309
1470,Traumahead86,17,10,64.71%,0.88,75 050
1470,Guiguito_ruivao,17,9,64.71%,1.12,65 803
1470,Infinity_Tacoz,17,9,64.71%,0.82,61 060
1470,willob,17,10,64.71%,0.71,51 429
1470,carloshDT,34,9,64.71%,1.06,80 860
1470,MAMAMOO_SoulessEgo,17,9,64.71%,0.94,76 816
1470,Admiral_Poulin,17,9,64.71%,0.94,76 092
1470,Commander_On_Deck,17,9,64.71%,0.76,52 262
1470,CowsAreCute,17,10,64.71%,0.65,39 306
1470,Matthew_Kelly,17,9,64.71%,0.88,67 386
1470,awmherbert,17,9,64.71%,0.53,58 804
1470,Gunter_Gasmask,17,9,64.71%,0.88,63 896
1470,LawyerMatt,17,10,64.71%,1.12,83 193
1470,Otterpop21,17,10,64.71%,0.82,51 143
1470,Confederate_Ghost,17,10,64.71%,0.41,47 368
1470,HoD_DISloD_2,17,9,64.71%,0.59,46 772
1470,Rorrie45,17,10,64.71%,0.41,39 521
1470,Slippitty,17,10,64.71%,1.0,67 150
1470,GoodGuy00,17,10,64.71%,0.35,55 215
1470,SmiterKiller,17,11,64.71%,0.71,65 564
1470,Pour_Fall,17,10,64.71%,0.76,42 917
1470,KyosukeTanmoku,34,8,64.71%,0.74,51 181
1470,Eternal_CV6Enterprise,85,2,64.71%,1.04,68 394
1470,SteelTalons2,17,10,64.71%,1.12,52 587
1470,Avenging_Angel_40,34,7,64.71%,1.38,75 412
1470,HarrimanNelson,17,11,64.71%,0.29,22 578
1470,ichaivalx,34,7,64.71%,1.21,77 982
1470,SupernovaR6S,34,8,64.71%,0.79,53 165
1470,EbolaBears,17,10,64.71%,0.71,34 970
1470,Alpha_yankee,17,10,64.71%,0.94,60 477
1470,brb232,17,10,64.71%,0.88,58 812
1470,Boogie_Cousins,17,9,64.71%,0.71,72 443
1470,AZVX,17,11,64.71%,0.41,57 535
1470,SolanumNigrum,17,8,64.71%,0.82,78 794
1470,Atago0613,17,10,64.71%,1.29,80 098
1470,kuzira_x,17,9,64.71%,1.12,54 745
1470,Theodoric_610,17,9,64.71%,1.35,79 895
1470,__Riptide_,17,9,64.71%,0.76,55 147
1470,MSgtJermu005,17,11,64.71%,0.47,34 496
1470,redroverr209,17,10,64.71%,0.94,43 289
1470,Fletchiong,17,10,64.71%,1.06,61 253
1539,Thejudge_2107,116,1,64.66%,0.79,40 125
1540,Wlaugh,99,1,64.65%,0.93,69 310
1541,sailyard,82,4,64.63%,0.79,55 817
1541,Dexuxs,82,4,64.63%,0.96,56 353
1543,GiorgioC,65,5,64.62%,1.0,62 048
1543,galaxy0207,65,5,64.62%,0.94,68 023
1545,Scarheart76,48,6,64.58%,0.77,58 507
1545,UrieUrie,48,5,64.58%,1.15,56 203
1545,SomeonePlaying,48,5,64.58%,1.33,93 917
1545,Neko_chan_15,48,7,64.58%,0.75,57 840
1549,Zypher,62,5,64.52%,0.94,78 528
1549,shagjw,62,5,64.52%,0.65,57 059
1549,Ice_Hockey,31,8,64.52%,0.68,44 596
1549,pow1,93,1,64.52%,1.19,69 360
1549,Shadow118,31,9,64.52%,1.58,100 575
1549,ullan7,31,8,64.52%,0.71,54 416
1549,sea_2014,31,8,64.52%,0.94,60 180
1549,darkkan2125,62,6,64.52%,0.77,56 085
1549,Lamoune12,31,8,64.52%,0.81,35 189
1549,G13Homi,62,6,64.52%,0.79,57 019
1549,Illusterious,62,5,64.52%,0.87,45 675
1549,Yoshi_44,62,5,64.52%,1.05,64 279
1549,Cokeberry,31,10,64.52%,0.94,55 365
1549,Majin_vegeta_1,31,8,64.52%,0.97,58 591
1549,nick_tks,31,8,64.52%,0.84,73 127
1549,goldenpollywog,31,7,64.52%,0.9,43 184
1549,_Webs,31,8,64.52%,0.81,62 260
1549,ultrashuriken,31,9,64.52%,0.74,50 246
1549,Biison,62,5,64.52%,1.29,66 721
1549,CrowArmbrust,31,7,64.52%,1.19,73 633
1549,Havens_of_Umbar,31,8,64.52%,1.06,63 616
1549,Othe_red_bearO,31,10,64.52%,0.77,74 821
1549,SeGaWaEmi_1003,31,9,64.52%,0.84,40 969
1549,POT_HUNSHUI,31,7,64.52%,1.26,88 025
1549,VinuesC,31,10,64.52%,1.32,74 421
1574,Nikaido_Shinku_,107,1,64.49%,1.0,70 694
1575,Manaaja,76,6,64.47%,0.86,44 975
1576,ClevisTM,45,9,64.44%,0.62,41 649
1576,Famous_and_Historical,45,6,64.44%,1.27,93 791
1576,Cole1097,90,1,64.44%,0.87,56 640
1576,Redavenger6,45,6,64.44%,0.73,47 941
1576,bobthefirefly,45,6,64.44%,1.33,89 220
1576,violet_gunner,45,7,64.44%,0.93,44 649
1576,JKgeneral2,45,8,64.44%,0.93,74 959
1576,GingaJosh,45,8,64.44%,1.09,61 072
1584,Innerfishman,104,1,64.42%,0.66,38 138
1584,kiki9996,104,1,64.42%,1.0,38 765
1586,TooSimpIe,59,6,64.41%,0.66,50 628
1586,Acorn1754,59,5,64.41%,0.66,29 059
1586,ERT1_1,59,6,64.41%,0.68,35 264
1589,USS_ESSEX,87,4,64.37%,1.06,72 199
1590,Ediel65,101,1,64.36%,1.48,67 625
1591,skargg,14,11,64.29%,0.71,72 787
1591,delor,14,11,64.29%,0.57,42 262
1591,NutsSuperior,28,9,64.29%,0.86,65 239
1591,Redeye421,14,10,64.29%,0.93,45 756
1591,ClaudioBR,28,9,64.29%,0.71,37 007
1591,jdperon,14,10,64.29%,0.64,37 146
1591,starport12,14,10,64.29%,0.5,53 385
1591,akira1440,14,10,64.29%,1.0,61 344
1591,MAVvH,14,10,64.29%,0.86,52 280
1591,IamSparticles,14,10,64.29%,0.36,30 916
1591,ravenfury2,28,10,64.29%,1.0,87 306
1591,Xima_Brasil,14,10,64.29%,0.5,29 003
1591,Maduzin,14,12,64.29%,0.64,52 149
1591,newfieboy27,14,11,64.29%,1.0,52 972
1591,MajorArtery,14,11,64.29%,0.43,31 126
1591,gmkmay,14,13,64.29%,0.57,38 360
1591,daddychains,14,11,64.29%,1.07,60 316
1591,Petty4309,28,10,64.29%,0.14,25 160
1591,Naserot,28,9,64.29%,0.61,71 843
1591,Dead_By_aSALT,14,10,64.29%,0.57,59 263
1591,sidewu,14,11,64.29%,0.93,84 799
1591,S842,14,11,64.29%,0.71,56 573
1591,Lamsdorf,14,10,64.29%,0.71,29 619
1591,cuddlesforya,14,10,64.29%,0.86,51 642
1591,CornySwiss,28,9,64.29%,0.79,40 830
1591,fishlunatic,14,10,64.29%,1.5,109 803
1591,Poonix,14,10,64.29%,0.86,50 453
1591,voidmaster1,14,10,64.29%,0.79,54 533
1591,Howtown,42,6,64.29%,0.74,41 917
1591,WiskeyBravo,14,10,64.29%,0.64,73 549
1591,Captain_Mason_Tombs,14,10,64.29%,0.5,42 859
1591,xxJarekxx,14,10,64.29%,1.21,46 164
1591,MeowMeowJam,42,6,64.29%,1.14,62 371
1591,NightHawkS117,14,11,64.29%,1.21,74 735
1591,Battleship_Tirpitz_Kai,28,8,64.29%,0.89,64 327
1591,PanzerIV_Ausf_G,14,10,64.29%,0.71,46 172
1591,appleache,28,9,64.29%,0.96,59 979
1591,Totaltryhard,14,12,64.29%,0.79,49 466
1591,Elementology,28,8,64.29%,0.79,60 906
1591,Cobra_Chicken_Actual,14,10,64.29%,0.93,50 506
1591,HAWG63,28,9,64.29%,0.79,43 357
1591,Nabotep,14,10,64.29%,0.86,57 932
1591,Mulligey,14,10,64.29%,0.79,80 511
1591,LordofLand,14,11,64.29%,1.07,53 779
1591,Phantom117_1,42,8,64.29%,0.43,56 711
1591,Barddy,14,11,64.29%,0.5,44 135
1591,AvalonInory,14,10,64.29%,1.21,56 975
1591,___Silverice___,14,10,64.29%,0.64,49 917
1591,Asian_penetration,14,11,64.29%,0.71,51 107
1591,Kairrson,14,10,64.29%,0.93,62 980
1591,L0v3Tap,28,9,64.29%,0.68,55 546
1591,trentonmus,14,12,64.29%,0.36,43 568
1591,critter47,14,10,64.29%,0.29,32 599
1591,Kiloparsec,28,9,64.29%,0.89,44 375
1591,pgaaanj214,14,10,64.29%,0.64,45 804
1591,Huskur,28,9,64.29%,1.29,78 803
1591,_gunslinger95_,42,7,64.29%,0.6,35 437
1591,CpnHarlock,14,10,64.29%,0.71,58 932
1591,Chaos_HSL,14,10,64.29%,0.5,56 514
1591,Guderian_Harry,28,9,64.29%,1.11,61 478
1591,Nikoolix,14,9,64.29%,1.5,80 148
1591,FlakDiver,14,12,64.29%,1.07,68 084
1591,Enrique170496,14,10,64.29%,0.93,33 975
1591,Night_Watcher29,14,9,64.29%,0.64,63 606
1591,JorgeDaTrain14,14,11,64.29%,0.71,39 189
1591,gigalo_jones,14,10,64.29%,0.29,36 472
1591,Big_AL_50,14,11,64.29%,1.5,67 891
1591,Naxtos,14,10,64.29%,0.86,62 311
1591,amenwalber,14,10,64.29%,0.5,52 725
1591,Capt_Jack_Sparrow_24,14,11,64.29%,0.43,43 288
1591,Stardeath20,14,10,64.29%,0.86,56 999
1591,Prinz_Yukikaze,28,9,64.29%,0.86,59 551
1591,kibunjota,14,10,64.29%,1.07,50 093
1591,CorvetteLTx,28,9,64.29%,0.57,30 645
1591,Zeb0315,14,13,64.29%,0.43,44 375
1591,USSMin,14,11,64.29%,0.86,64 469
1591,Big_Pappa_Hoops,14,12,64.29%,0.36,45 821
1591,ltcomderscott,14,10,64.29%,0.36,20 008
1591,Akizuki_Kanna,14,10,64.29%,1.14,71 047
1591,kasirkin29,14,10,64.29%,0.79,61 707
